EDV;TREINAMENTO;DATA AUTORIZAÇÃO;DESCRIÇÃO DO TREINAMENTO;QTD COLABORADOR;STATUS;;;
92880410;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;24/03/2023;Veículos Industriais;1;ATIVO;;;
92888567;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/01/2023;Veículos Industriais;1;ATIVO;;;
92882511;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;17/07/2024;Veículos Industriais;1;ATIVO;;;
92680326;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/07/2022;Veículos Industriais;0;;;;
92844445;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/04/2023;Veículos Industriais;0;;;;
92882536;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;26/05/2023;Veículos Industriais;1;ATIVO;;;
92887754;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;22/05/2023;Veículos Industriais;1;ATIVO;;;
92887697;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;07/06/2024;Veículos Industriais;1;ATIVO;;;
92889914;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;22/11/2023;Veículos Industriais;1;ATIVO;;;
92889923;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;05/02/2024;Veículos Industriais;1;ATIVO;;;
;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;26/03/2024;Veículos Industriais;0;;;;
92890919;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;12/08/2023;Veículos Industriais;0;;;;
92902916;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;12/08/2023;Veículos Industriais;1;ATIVO;;;
92902914;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;12/08/2023;Veículos Industriais;1;;;;
92902403;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;12/08/2023;Veículos Industriais;1;;;;
92902915;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;12/08/2023;Veículos Industriais;1;;;;
92900365;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;12/08/2023;Veículos Industriais;2;INCOMPLETO;;;
92901812;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;12/09/2023;Veículos Industriais;1;;;;
92898762;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;14/09/2023;Veículos Industriais;1;ATIVO;;;
92882572;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;14/09/2023;Veículos Industriais;1;ATIVO;;;
926590556;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;10/10/2023;Veículos Industriais;1;;;;
92886691;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;06/10/2023;Veículos Industriais;2;INCOMPLETO;;;
92883221;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;26/10/2023;Veículos Industriais;1;ATIVO;;;
92901957;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;14/11/2023;Veículos Industriais;1;ATIVO;;;
92690556;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;10/11/2022;Veículos Industriais;1;INCOMPLETO;;;
92888747;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/07/2023;Veículos Industriais;1;IMPRIMIR;;;
92886291;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/07/2023;Veículos Industriais;1;ATIVO;;;
92681931;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;12/09/2023;Veículos Industriais;2;ATIVO;;;
92896055;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;01/12/2022;Veículos Industriais;1;;;;
92898700;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;14/11/2023;Veículos Industriais;1;ATIVO;;;
92678197;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;24/08/2023;Veículos Industriais;0;;;;
92893671;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;07/02/2024;Veículos Industriais;1;ATIVO;;;
92904022;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;14/11/2023;Veículos Industriais;1;ATIVO;;;
92828622;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;20/02/2024;Veículos Industriais;1;ATIVO;;;
92795960;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;14/11/2023;Veículos Industriais;0;;;;
92900818;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;09/11/2022;Veículos Industriais;1;ATIVO;;;
92902362;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;14/11/2023;Veículos Industriais;2;INCOMPLETO;;;
92886943;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;03/03/2023;Veículos Industriais;1;ATIVO;;;
92854433;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;22/02/2024;Veículos Industriais;1;INCOMPLETO;;;
92761408;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/09/2022;Veículos Industriais;0;;;;
92895431;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;14/11/2023;Veículos Industriais;0;;;;
92888293;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;21/03/2023;Veículos Industriais;1;INCOMPLETO;;;
92896623;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;22/03/2024;Veículos Industriais;1;INCOMPLETO;;;
92896770;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;17/05/2024;Veículos Industriais;1;INCOMPLETO;;;
92830101;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/01/2023;Veículos Industriais;1;ATIVO;;;
92892761;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/03/2024;Veículos Industriais;1;ATIVO;;;
92890920;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;12/08/2023;Veículos Industriais;1;ATIVO;;;
92889922;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;20/09/2023;Veículos Industriais;1;ATIVO;;;
92694188;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/06/2023;Veículos Industriais;1;ATIVO;;;
92805638;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/03/2024;Veículos Industriais;1;ATIVO;;;
92897282;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/03/2024;Veículos Industriais;2;ATIVO;;;
92886273;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/01/2023;Veículos Industriais;1;ATIVO;;;
92904749;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;18/05/2024;Veículos Industriais;1;INCOMPLETO;;;
92689684;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;10/11/2022;Veículos Industriais;1;ATIVO;;;
92896203;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;12/08/2023;Veículos Industriais;1;INCOMPLETO;;;
92881635;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/10/2022;Veículos Industriais;1;ATIVO;;;
;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;25/03/2024;Veículos Industriais;0;;;;
92899958;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;05/06/2024;Veículos Industriais;1;ATIVO;;;
92899112;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/07/2022;Veículos Industriais;1;ATIVO;;;
92896980;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;22/08/2023;Veículos Industriais;1;ATIVO;;;
92897268;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;21/05/2024;Veículos Industriais;1;ATIVO;;;
92893547;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;21/05/2024;Veículos Industriais;1;ATIVO;;;
92900822;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;21/05/2024;Veículos Industriais;1;ATIVO;;;
92897909;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;21/05/2024;Veículos Industriais;1;ATIVO;;;
92890923;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;21/05/2024;Veículos Industriais;1;ATIVO;;;
92882577;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;18/04/2024;Veículos Industriais;1;ATIVO;;;
92891561;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;26/04/2024;Veículos Industriais;1;ATIVO;;;
92898704;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;05/06/2024;Veículos Industriais;1;INCOMPLETO;;;
92829122;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;22/02/2024;Veículos Industriais;1;ATIVO;;;
92894619;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;09/11/2022;Veículos Industriais;1;ATIVO;;;
92884982;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;05/06/2024;Veículos Industriais;1;ATIVO;;;
92808859;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;26/10/2023;Veículos Industriais;1;ATIVO;;;
92882541;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/10/2022;Veículos Industriais;1;ATIVO;;;
92898673;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;07/06/2024;Veículos Industriais;1;ATIVO;;;
92887696;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;07/06/2024;Veículos Industriais;1;ATIVO;;;
92887457;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;09/11/2022;Veículos Industriais;1;ATIVO;;;
92892171;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;24/03/2023;Veículos Industriais;1;ATIVO;;;
92889950;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;07/06/2024;Veículos Industriais;1;ATIVO;;;
92887463;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;26/05/2023;Veículos Industriais;1;ATIVO;;;
92858180;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;26/05/2023;Veículos Industriais;1;ATIVO;;;
92681664;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;07/06/2024;Veículos Industriais;0;;;;
92888972;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/06/2024;Veículos Industriais;1;ATIVO;;;
92825171;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;07/06/2024;Veículos Industriais;1;ATIVO;;;
92903195;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;22/03/2024;Veículos Industriais;1;ATIVO;;;
92886573;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/09/2022;Veículos Industriais;1;ATIVO;;;
92853498;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;21/11/2023;Veículos Industriais;1;ATIVO;;;
92900830;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;22/03/2024;Veículos Industriais;0;;;;
92815896;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;26/10/2023;Veículos Industriais;0;;;;
92895632;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;19/10/2022;Veículos Industriais;0;;;;
92899044;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;26/06/2024;Veículos Industriais;1;ATIVO;;;
92860612;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;17/06/2023;Veículos Industriais;1;ATIVO;;;
92896787;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;18/04/2024;Veículos Industriais;0;;;;
92887184;[BR-DDS-TAL];24/08/2022;Talha;1;EDITAR;;;
92668162;[BR-DDS-TAL];08/07/2021;Talha;1;EDITAR;;;
92886903;[BR-DDS-TAL];28/08/2020;Talha;3;INCOMPLETO;;;
92891019;[BR-DDS-TAL];17/03/2021;Talha;1;EDITAR;;;
92891695;[BR-DDS-TAL];10/09/2021;Talha;1;EDITAR;;;
92679454;[BR-DDS-TAL];30/11/2022;Talha;2;ATIVO;;;
92666269;[BR-DDS-TAL];16/11/2020;Talha;1;EDITAR;;;
92897282;[BR-DDS-TAL];16/08/2023;Talha;2;ATIVO;;;
92884218;[BR-DDS-TAL];17/03/2021;Talha;2;INCOMPLETO;;;
92883544;[BR-DDS-TAL];17/03/2021;Talha;3;INCOMPLETO;;;
92884470;[BR-DDS-TAL];30/03/2021;Talha;3;INCOMPLETO;;;
92672317;[BR-DDS-TAL];27/04/2023;Talha;2;ATIVO;;;
92677660;[BR-DDS-TAL];15/04/2021;Talha;0;;;;
92681931;[BR-DDS-TAL];03/04/2023;Talha;2;ATIVO;;;
92739755;[BR-DDS-TAL];24/04/2024;Talha;2;ATIVO;;;
92887181;[BR-DDS-TAL];11/08/2022;Talha;1;EDITAR;;;
92850678;[BR-DDS-TAL];07/07/2022;Talha;3;INCOMPLETO;;;
92897905;[BR-DDS-TAL];14/03/2024;Talha;1;ATIVO;;;
92816378;[BR-DDS-TAL];07/07/2022;Talha;2;INCOMPLETO;;;
92810178;[BR-DDS-TAL];11/08/2022;Talha;1;INATIVO;;;
92887186;[BR-DDS-TAL];11/08/2022;Talha;0;;;;
92886793;[BR-DDS-TAL];07/07/2022;Talha;2;INCOMPLETO;;;
92716912;[BR-DDS-TAL];11/08/2022;Talha;1;ATIVO;;;
92889982;[BR-DDS-TAL];27/04/2023;Talha;1;ATIVO;;;
92882572;[BR-DDS-TAL];20/01/2023;Talha;1;ATIVO;;;
92889947;[BR-DDS-TAL];16/03/2022;Talha;1;INCOMPLETO;;;
92898762;[BR-DDS-TAL];27/10/2022;Talha;1;ATIVO;;;
92691350;[BR-DDS-TAL];03/03/2023;Talha;2;INCOMPLETO;;;
92889930;[BR-DDS-TAL];03/03/2023;Talha;1;ATIVO;;;
93739755;[BR-DDS-TAL];09/06/2022;Talha;0;;;;
92680718;[BR-DDS-TAL];17/03/2022;Talha;0;;;;
92891557;[BR-DDS-TAL];03/03/2023;Talha;0;;;;
92898756;[BR-DDS-TAL];27/10/2022;Talha;1;ATIVO;;;
92890792;[BR-DDS-TAL];20/01/2023;Talha;1;ATIVO;;;
92898760;[BR-DDS-TAL];27/10/2022;Talha;1;ATIVO;;;
92769669;[BR-DDS-TAL];20/01/2023;Talha;1;ATIVO;;;
92830129;[BR-DDS-TAL];20/01/2023;Talha;1;ATIVO;;;
92896144;[BR-DDS-TAL];20/01/2023;Talha;1;ATIVO;;;
92786187;[BR-DDS-TAL];03/03/2023;Talha;1;ATIVO;;;
92824421;[BR-DDS-TAL];24/04/2024;Talha;1;ATIVO;;;
92855593;[BR-DDS-TAL];03/03/2023;Talha;1;ATIVO;;;
92888523;[BR-DDS-TAL];03/03/2023;Talha;1;ATIVO;;;
92675966;[BR-DDS-TAL];20/01/2023;Talha;1;ATIVO;;;
92889749;[BR-DDS-TAL];03/04/2023;Talha;1;ATIVO;;;
92860024;[BR-DDS-TAL];03/03/2023;Talha;1;ATIVO;;;
92880244;[BR-DDS-TAL];03/03/2023;Talha;0;;;;
92883545;[BR-DDS-TAL];03/03/2023;Talha;2;INCOMPLETO;;;
92886801;[BR-DDS-TAL];03/03/2023;Talha;1;ATIVO;;;
92902622;[BR-DDS-TAL];03/04/2023;Talha;1;ATIVO;;;
92669269;[BR-DDS-TAL];17/05/2024;Talha;1;ATIVO;;;
92681744;[BR-DDS-TAL];06/10/2022;Talha;1;ATIVO;;;
92897280;[BR-DDS-TAL];03/03/2023;Talha;1;ATIVO;;;
92680326;[BR-DDS-TAL];03/03/2023;Talha;0;;;;
92844445;[BR-DDS-TAL];09/06/2022;Talha;0;;;;
92887754;[BR-DDS-TAL];22/05/2023;Talha;1;ATIVO;;;
92882538;[BR-DDS-TAL];20/01/2023;Talha;1;ATIVO;;;
92891976;[BR-DDS-TAL];09/02/2024;Talha;1;ATIVO;;;
92830101;[BR-DDS-TAL];24/04/2024;Talha;1;ATIVO;;;
92772021;[BR-DDS-TAL];17/05/2024;Talha;1;ATIVO;;;
92828622;[BR-DDS-TAL];24/04/2023;Talha;1;ATIVO;;;
92686865;[BR-DDS-TAL];12/07/2024;Talha;1;ATIVO;;;
92681922;[BR-DDS-TAL];27/04/2023;Talha;1;ATIVO;;;
92811649;[BR-DDS-TAL];27/04/2023;Talha;1;ATIVO;;;
92880491;[BR-DDS-TAL];17/06/2023;Talha;1;ATIVO;;;
92896212;[BR-DDS-TAL];03/04/2023;Talha;1;ATIVO;;;
92672736;[BR-DDS-TAL];03/03/2023;Talha;1;ATIVO;;;
92805638;[BR-DDS-TAL];14/03/2024;Talha;1;ATIVO;;;
92857564;[BR-DDS-TAL];03/03/2023;Talha;1;ATIVO;;;
92892620;[BR-DDS-TAL];03/04/2023;Talha;1;ATIVO;;;
92780995;[BR-DDS-TAL];27/10/2022;Talha;1;ATIVO;;;
92903195;[BR-DDS-TAL];09/11/2023;Talha;1;ATIVO;;;
92902684;[BR-DDS-TAL];03/04/2023;Talha;0;;;;
92898698;[BR-DDS-TAL];03/04/2023;Talha;1;ATIVO;;;
92676073;[BR-DDS-TAL];14/08/2023;Talha;2;INCOMPLETO;;;
92758467;[BR-DDS-TAL];16/08/2023;Talha;1;ATIVO;;;
92893555;[BR-DDS-TAL];16/08/2023;Talha;1;ATIVO;;;
92861899;[BR-DDS-TAL];16/08/2023;Talha;1;ATIVO;;;
92888146;[BR-DDS-TAL];16/08/2023;Talha;1;ATIVO;;;
92899044;[BR-DDS-TAL];27/10/2022;Talha;1;ATIVO;;;
92754835;[BR-DDS-TAL];24/04/2024;Talha;1;ATIVO;;;
92892761;[BR-DDS-TAL];24/04/2024;Talha;1;ATIVO;;;
92858180;[BR-DDS-TAL];09/02/2024;Talha;1;ATIVO;;;
92892907;[BR-DDS-TAL];27/10/2022;Talha;1;ATIVO;;;
92892909;[BR-DDS-TAL];27/10/2022;Talha;1;ATIVO;;;
92897268;[BR-DDS-TAL];13/03/2024;Talha;1;ATIVO;;;
92893547;[BR-DDS-TAL];13/03/2024;Talha;1;ATIVO;;;
92900822;[BR-DDS-TAL];13/03/2024;Talha;1;ATIVO;;;
92897909;[BR-DDS-TAL];14/03/2024;Talha;1;ATIVO;;;
92890923;[BR-DDS-TAL];13/03/2024;Talha;1;ATIVO;;;
92894619;[BR-DDS-TAL];24/04/2024;Talha;1;ATIVO;;;
92894683;[BR-DDS-TAL];03/04/2023;Talha;1;ATIVO;;;
92771790;[BR-DDS-TAL];17/05/2024;Talha;1;ATIVO;;;
92883221;[BR-DDS-TAL];14/03/2024;Talha;1;ATIVO;;;
92884479;[BR-DDS-TAL];17/05/2024;Talha;1;INCOMPLETO;;;
92889950;[BR-DDS-TAL];09/02/2024;Talha;1;ATIVO;;;
92768811;[BR-DDS-TAL];27/04/2023;Talha;1;ATIVO;;;
92896787;[BR-DDS-TAL];24/04/2024;Talha;0;;;;
92860612;[BR-DDS-TAL];17/05/2024;Talha;1;ATIVO;;;
92898698;[BR-DDS-TVU] Treinamento de veículos unificados (Empilhadeira: Retrátil,;13/05/2023;Veículos Industriais;1;ATIVO;;;
92895374;[BR-DDS-TVU] Treinamento de veículos unificados (Empilhadeira: Retrátil,;13/05/2023;Veículos Industriais;1;ATIVO;;;
92894668;[BR-DDS-TVU] Treinamento de veículos unificados (Empilhadeira: Retrátil,;13/05/2023;Veículos Industriais;1;ATIVO;;;
